Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Phường Vĩnh Phú, Thuận An, Bình Dương",73.00,5.00,8.00,Đông,Đông,2,3,1,Have certificate,Full,3.25
"Đường 70, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",32.00,3.00,3.00,Tây,Tây,5,3,4,Have certificate,Basic,3.20
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",32.00,5.00,3.00,Nam,Nam,5,4,4,Have certificate,Full,5.20
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",35.00,4.00,3.00,Tây,Tây,5,3,3,Have certificate,Basic,5.20
"Đường Hoàng Mai, Xã Đồng Thái, An Dương, Hải Phòng",60.00,5.80,4.00,Tây - Bắc,Tây - Bắc,3,3,4,Have certificate,Basic,2.20
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",43.00,4.30,3.00,Nam,Nam,5,3,4,Have certificate,Basic,4.10
"Đường Hiệp Thành 35, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",40.80,4.00,8.00,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.50
"Đường 29/3, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.10,5.00,35.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,7.90
"Dự án Phước Long, Đường Nguyễn Tất Thành, Phường Phước Long, Nha Trang, Khánh Hòa",85.30,5.00,10.00,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Basic,4.89
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.00,4.00,8.00,Tây,Tây,3,4,3,Have certificate,Basic,5.99
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",53.00,3.50,2.00,Bắc,Bắc,5,7,4,Have certificate,Full,7.00
"Đường Thạnh Lộc 16, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50.00,4.50,12.00,Đông - Bắc,Đông - Bắc,3,4,6,Have certificate,Full,6.29
"Đường Thạnh Lộc 44, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",56.00,4.00,10.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,5.85
"Dự án An Phú 1, Đường An Phú 17, Phường An Phú, Thuận An, Bình Dương",85.00,5.00,12.00,Bắc,Bắc,2,3,4,Have certificate,Basic,3.90
"Đường Bình Thung, Phường Bình An, Dĩ An, Bình Dương",169.70,9.50,12.00,Nam,Nam,2,3,3,Have certificate,Basic,7.00
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",52.00,8.00,8.00,Bắc,Bắc,4,6,6,Have certificate,Full,7.20
"Đường Nguyễn Triệu Luật, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",44.00,5.00,5.00,Tây,Tây,2,2,2,Have certificate,Basic,2.35
"Đường An Đà, Phường Đằng Giang, Ngô Quyền, Hải Phòng",44.00,3.50,4.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,2.70
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",52.70,3.60,5.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Basic,3.45
"Đường 2, Xã Cam Thành Nam, Cam Ranh, Khánh Hòa",238.90,7.00,7.00,Nam,Nam,1,1,1,Have certificate,Basic,1.90
"Xã Trung Châu, Đan Phượng, Hà Nội",115.00,13.50,6.50,Đông,Nam,3,4,3,Have certificate,Basic,3.95
"Đường 26, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",168.00,5.27,7.00,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,9.50
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",48.90,4.10,10.00,Nam,Nam,4,4,3,Have certificate,Basic,3.25
"Đường 17, Phường Bình Chuẩn, Thuận An, Bình Dương",105.00,5.00,6.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,3.95
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",30.00,4.00,2.00,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,4.85
"Đường 768, Xã Thạnh Phú, Vĩnh Cửu, Đồng Nai",70.00,5.00,6.00,Đông - Nam,Đông,2,2,2,Have certificate,Basic,1.20
"Đường 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",56.00,4.00,8.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,4.95
"Đường 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",90.00,4.80,5.00,Tây - Bắc,Tây - Bắc,1,4,4,Have certificate,Full,5.90
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",33.00,3.00,5.00,Đông,Đông,5,3,4,Have certificate,Full,8.20
"Đường Đồng Sậy, Xã Đan Phượng, Đan Phượng, Hà Nội",72.50,5.18,10.00,Đông - Nam,Đông,3,4,2,Have certificate,Basic,7.30
"Đường Âu Cơ, Phường Phước Tân, Nha Trang, Khánh Hòa",64.00,4.00,13.00,Nam,Nam,3,3,4,Have certificate,Basic,7.50
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",45.00,6.00,2.00,Nam,Nam,4,3,3,Have certificate,Full,5.30
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",45.10,4.00,4.00,Đông - Nam,Đông - Nam,3,6,6,Have certificate,Full,5.48
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",37.00,5.00,5.00,Bắc,Bắc,4,4,3,Have certificate,Full,4.65
"Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",36.00,4.00,4.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,4.95
"Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",47.00,5.00,5.00,Tây - Bắc,Tây - Bắc,2,3,3,Have certificate,Full,4.98
"169, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",30.00,3.90,3.00,Đông,Đông,4,3,3,Have certificate,Full,4.75
"Dự án Vinhomes Ocean Park Gia Lâm, Đường 5A, Xã Dương Xá, Gia Lâm, Hà Nội",56.00,6.00,30.00,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Basic,7.00
"Đường Nam Hy Hoàng Phong, Xã Cự Khê, Thanh Oai, Hà Nội",55.00,45.00,8.00,Tây - Bắc,Đông - Nam,5,3,3,Have certificate,Full,6.60
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",40.00,4.00,5.00,Đông - Nam,Đông - Nam,5,4,4,Have certificate,Full,9.50
"41/1D, Đường 30, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",62.00,5.00,14.00,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,7.80
"Đường Hồ Nguyên Trừng, Phường Mỹ Quý, Long Xuyên, An Giang",72.00,4.50,6.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,6.80
"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",32.00,3.30,2.00,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,5.30
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",34.00,3.80,2.80,Đông,Đông,5,3,4,Have certificate,Full,4.80
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.00,4.90,5.00,Tây - Bắc,Tây - Bắc,5,3,3,Have certificate,Full,7.45
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",33.00,5.00,2.00,Tây,Tây,5,3,4,Have certificate,Full,4.50
"Xã Đại Thành, Quốc Oai, Hà Nội",47.00,4.50,4.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,2.80
"Phước Long, Đường Nguyễn Tất Thành, Phường Phước Long, Nha Trang, Khánh Hòa",85.30,5.00,9.00,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Basic,4.89
"Đường Nguyễn Công Trứ, Phường Văn Quán, Hà Đông, Hà Nội",30.00,3.00,2.00,Tây - Nam,Tây - Nam,5,3,3,Have certificate,Full,4.20
"15/10 Hai Bà Trưng, Phường Minh An, Hội An, Quảng Nam",93.00,5.00,2.00,Đông - Nam,Đông - Nam,1,2,2,Have certificate,Full,7.90
"Ngõ 54, Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",42.00,4.00,3.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,6.60
"Đông Hồ, Hà Tiên, Kiên Giang",54.40,4.50,12.00,Đông,Đông,3,2,2,Have certificate,Basic,2.85
"Phường Bình Chuẩn, Thuận An, Bình Dương",60.00,5.00,8.00,Tây,Tây,3,4,5,Have certificate,Full,3.70
"Dự án Eurowindow Garden City, Đường Hoa Châu, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",79.00,5.00,10.00,Tây,Tây,4,4,2,Have certificate,Full,6.70
"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",40.00,5.00,4.00,Nam,Nam,2,2,2,Have certificate,Basic,4.79
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",47.00,3.58,4.00,Bắc,Bắc,2,3,2,Have certificate,Full,6.80
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",57.00,5.40,5.00,Nam,Nam,5,6,6,Have certificate,Full,9.50
"Đường Thích Quảng Đức, Phường 3, Phú Nhuận, Hồ Chí Minh",38.00,4.00,5.00,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Full,7.80
"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",73.00,6.00,2.50,Tây,Tây,4,4,4,Have certificate,Full,8.90
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",136.00,8.50,7.00,Bắc,Bắc,3,3,3,Have certificate,Full,8.90
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",25.00,3.50,4.00,Nam,Nam,4,3,4,Have certificate,Full,3.90
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",31.00,3.00,3.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,3.79
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",49.00,4.50,5.00,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Full,6.50
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",40.00,4.00,3.00,Đông - Nam,Đông - Nam,6,4,5,Have certificate,Full,5.96
"Ngõ 73, Đường Giang Văn Minh, Phường Giảng Võ, Ba Đình, Hà Nội",40.00,5.20,6.00,Đông,Đông,5,5,6,Have certificate,Full,9.10
"Đường Nguyễn Văn Hoa, Phường Thống Nhất, Biên Hòa, Đồng Nai",80.00,4.00,4.00,Tây - Bắc,Tây - Bắc,1,2,2,Have certificate,Full,3.80
"Đường Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh",45.00,5.30,4.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,4.50
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",80.00,5.60,6.00,Đông - Bắc,Tây - Nam,3,3,4,Have certificate,Full,7.39
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",25.00,3.00,5.00,Bắc,Bắc,2,2,2,Have certificate,Full,2.40
"Đường Đình Nghi Xuân, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",21.00,6.00,4.00,Bắc,Bắc,2,2,2,Have certificate,Full,1.66
"Đường 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",55.00,4.00,5.00,Bắc,Bắc,5,4,4,Have certificate,Full,9.30
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",40.00,8.00,6.00,Đông - Bắc,Đông - Bắc,4,6,5,Have certificate,Full,7.80
"Phố Vĩnh Tiến, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",56.00,3.90,3.00,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Full,3.10
"Đường Ấp 4, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",90.00,4.50,5.00,Đông - Bắc,Đông - Bắc,1,2,1,Have certificate,Basic,3.55
"100/, Đường Tô Hiệu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",61.00,5.00,3.00,Bắc,Bắc,2,3,2,Have certificate,Basic,2.85
"Hẻm 391, Đường 30/4, Phường Hưng Lợi, Ninh Kiều, Cần Thơ",40.00,5.00,5.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,3.20
"Dự án Lavela Garden, Đường Bình Chuẩn 69, Phường Bình Chuẩn, Thuận An, Bình Dương",75.00,5.00,22.00,Đông - Nam,Đông - Nam,2,4,4,Have certificate,Basic,2.70
"Đường Phạm Ngọc, Phường Ngọc Xuyên, Đồ Sơn, Hải Phòng",45.00,4.00,2.00,Tây - Nam,Tây - Nam,4,3,3,Have certificate,Full,1.80
"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.00,5.00,12.00,Nam,Nam,3,3,4,Sale contract,Basic,4.30
"Đường Dương Đức Hiền, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",72.00,4.50,5.00,Tây - Nam,Tây - Nam,1,3,1,Have certificate,Basic,3.35
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",55.00,5.00,10.00,Nam,Nam,4,4,5,Have certificate,Basic,6.77
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",70.00,5.00,7.00,Đông,Đông,3,4,5,Have certificate,Full,6.49
"Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",501.00,7.15,7.00,Đông,Đông,1,2,2,Have certificate,Basic,3.00
"Ngõ 191, Đường Lê Lợi, Phường  Gia Viên, Ngô Quyền, Hải Phòng",38.00,5.80,2.00,Bắc,Bắc,3,3,3,Have certificate,Basic,2.20
"274/17 Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",85.00,9.50,12.00,Đông,Đông - Bắc,2,3,3,Have certificate,Basic,4.75
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",61.00,4.00,6.00,Nam,Nam,4,3,4,Have certificate,Full,3.50
"134 Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",40.00,4.00,6.00,Tây,Tây,3,4,3,Have certificate,Basic,5.90
"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",76.00,4.00,5.50,Đông,Đông,3,4,3,Have certificate,Full,5.70
"Đường 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",60.00,5.00,8.00,Bắc,Bắc,4,4,5,Have certificate,Full,9.10
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",35.00,4.00,3.00,Tây - Nam,Đông - Bắc,5,4,4,Have certificate,Full,6.60
"Dự án SaPa City Clouds , Đường Điện Biên Phủ, Phường Phan Si Păng, Sa Pa, Lào Cai",100.00,5.00,12.00,Đông - Bắc,Đông - Bắc,4,7,6,Have certificate,Basic,5.90
"Thôn Đông, Xã Vĩnh Phương, Nha Trang, Khánh Hòa",178.60,5.00,3.00,Nam,Nam,2,2,2,Have certificate,Basic,1.60
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nước Mặn 5, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",100.00,5.00,7.50,Tây - Nam,Tây - Nam,3,3,4,Have certificate,Full,6.90
"Đường Nguyễn Hiền, Phường An Khánh, Ninh Kiều, Cần Thơ",90.00,4.50,15.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,9.80
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.00,4.00,5.00,Tây,Tây,2,2,2,Have certificate,Full,2.35
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",35.00,4.00,3.00,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,4.60
"Xã Diên Sơn, Diên Khánh, Khánh Hòa",157.00,5.00,4.00,Nam,Tây - Nam,1,3,2,Have certificate,Basic,1.52
"Xã Diên Điền, Diên Khánh, Khánh Hòa",75.00,7.00,5.00,Đông - Nam,Đông - Nam,1,2,1,Have certificate,Basic,1.15
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.00,4.00,5.00,Tây,Đông,1,2,2,Have certificate,Full,1.98
"Dự án Vincom Shophouse Royal Park , Đông Hà, Quảng Trị",96.00,6.00,50.00,Đông,Bắc,4,5,5,Have certificate,Full,6.50
"254, Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",59.00,4.60,8.00,Đông - Nam,Đông - Nam,4,5,6,Have certificate,Full,10.00
"Phố Phùng Hưng, Phường Tam Phước, Biên Hòa, Đồng Nai",86.00,14.00,14.00,Đông - Bắc,Đông - Bắc,1,3,2,Have certificate,Full,2.70
"Dự án Phúc Lộc Viên, Đường Ngô Quyền, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",150.00,7.50,7.50,Tây - Bắc,Tây - Bắc,2,4,3,Have certificate,Full,9.80
"Đường Nguyễn Ái Quốc, Phường Tân Phong, Biên Hòa, Đồng Nai",111.00,5.00,8.00,Tây - Nam,Tây - Nam,1,3,1,Have certificate,Full,5.15
"Đường Lý Tuệ, Phường Tân Quý, Tân Phú, Hồ Chí Minh",64.00,4.00,3.00,Đông - Bắc,Đông - Bắc,3,4,2,Have certificate,Full,5.40
"Đường Sông Cái, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",483.00,18.00,7.00,Đông - Nam,Tây - Bắc,2,4,3,Have certificate,Full,9.20
"Đường Định Cư, Phường Tân Lập, Nha Trang, Khánh Hòa",87.00,4.00,10.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,8.50
"Đường Nguyễn Thành Phương, Phường Thống Nhất, Biên Hòa, Đồng Nai",100.00,4.40,5.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,3.50
"Đường Nguyễn Chích, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",100.00,5.00,5.00,Nam,Nam,3,3,4,Have certificate,Full,4.35
"Đường Nguyễn Chích, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",56.00,4.68,5.00,Đông - Bắc,Đông,3,3,3,Have certificate,Full,3.35
"Đường Trương Hán Siêu, Phường Phước Long, Nha Trang, Khánh Hòa",100.80,3.80,13.00,Đông - Nam,Đông - Nam,1,2,1,Have certificate,Basic,4.50
"Phố Đặng Tất, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",42.00,4.20,20.00,Nam,Nam,3,3,3,Have certificate,Basic,7.10
"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",59.00,4.20,4.00,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Basic,6.70
"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",60.00,4.80,7.00,Đông - Bắc,Đông - Bắc,5,5,5,Have certificate,Full,5.85
"Kiệt 09 Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",67.00,4.30,4.00,Bắc,Bắc,2,2,2,Have certificate,Basic,3.90
"Đường Đại lộ Thăng Long, Xã Phượng Cách, Quốc Oai, Hà Nội",42.00,3.50,3.00,Đông,Đông,4,4,3,Have certificate,Basic,2.30
"2174, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",22.40,4.00,3.00,Đông,Đông,1,2,2,Have certificate,Full,1.30
"Xã Thạnh Phú, Vĩnh Cửu, Đồng Nai",90.00,5.00,7.00,Nam,Đông,2,3,2,Have certificate,Basic,1.80
"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",29.00,3.00,4.00,Đông - Nam,Đông - Nam,5,5,4,Have certificate,Full,6.20
"152/Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",44.00,4.15,3.00,Đông - Nam,Đông - Bắc,2,3,2,Have certificate,Full,5.20
"Đường 422B, Xã Kim Chung, Hoài Đức, Hà Nội",52.00,3.80,2.50,Đông - Nam,Đông - Nam,4,5,4,Have certificate,Full,4.29
"Đường Yên Lũng, Xã An Khánh, Hoài Đức, Hà Nội",35.00,4.00,3.00,Đông,Đông,5,3,4,Have certificate,Basic,3.50
"Đường Tỉnh lộ 72, Xã An Khánh, Hoài Đức, Hà Nội",32.00,3.30,3.00,Đông,Đông,5,3,4,Have certificate,Basic,2.98
"Đường Văn Nội, Phường Phú Lương, Hà Đông, Hà Nội",34.00,4.00,2.00,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,3.34
"Đường An Thượng 39, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",60.00,5.00,5.50,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,10.00
"Đường Thống Nhất, Phường Tân Thành, Tân Phú, Hồ Chí Minh",64.00,4.00,6.00,Đông,Đông,2,3,3,Have certificate,Full,4.80
"Đường Số 77, Phường Tân Quy, Quận 7, Hồ Chí Minh",64.80,3.60,2.50,Nam,Nam,3,3,3,Have certificate,Basic,6.20
"Đường Phạm Thị Giây, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",86.00,4.00,20.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,7.20
"Đường Hồ Bá Kiện, Phường 15, Quận 10, Hồ Chí Minh",30.00,3.50,20.00,Tây - Nam,Nam,3,2,2,Have certificate,Full,8.80
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",38.00,4.00,5.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,2.28
"Đường Quốc Lộ 51, Xã Phước Thái, Long Thành, Đồng Nai",85.00,4.40,4.00,Đông,Đông,1,2,1,Have certificate,Basic,1.50
"Đường Độc Lập, Phường Tân Quý, Tân Phú, Hồ Chí Minh",16.00,4.00,2.20,Đông,Đông,2,2,2,Have certificate,Full,2.40
"Đường Quốc Lộ 20, Thị trấn Liên Nghĩa, Đức Trọng, Lâm Đồng",335.00,8.00,5.00,Đông - Bắc,Đông - Bắc,1,4,2,Have certificate,Full,6.50
"Đường Trần Văn Ơn, Phường Đông Hòa, Dĩ An, Bình Dương",60.00,5.00,8.00,Bắc,Bắc,3,3,3,Have certificate,Full,4.70
"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",76.00,5.00,8.00,Tây,Tây,5,8,9,Have certificate,Full,8.10
"Đường Nguyễn Mậu Tài, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,7.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,6.20
"Hẻm 2506, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",70.00,5.00,3.00,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Basic,4.45
"Đường Hoàng Trinh, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",60.00,3.90,6.00,Bắc,Bắc,2,3,2,Have certificate,Full,5.00
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",40.00,3.50,2.30,Đông,Bắc,5,4,4,Have certificate,Full,5.25
"Đường Phùng Dong Oánh, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc",100.00,5.00,14.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,4.30
"Đường Nguyễn Viết Tú, Xã Định Trung, Vĩnh Yên, Vĩnh Phúc",109.00,5.00,17.00,Đông - Nam,Đông - Nam,4,5,4,Have certificate,Full,5.80
"Dự án Lakeside Palace, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",100.00,5.00,10.50,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Basic,3.90
"Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",44.00,4.00,3.00,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,3.40
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Trịnh Lỗi, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",95.00,5.00,7.50,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,5.70
"Đường 1, Phường Long Bình, Biên Hòa, Đồng Nai",60.00,6.00,6.00,Đông - Nam,Đông - Nam,1,3,2,Sale contract,Basic,1.55
"Hẻm 11, Đường Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ",44.42,6.70,4.00,Nam,Nam,3,3,3,Have certificate,Full,3.45
"Đường Nguyễn Hiền Điều, Phường An Hòa, Rạch Giá, Kiên Giang",210.00,10.00,16.00,Đông - Nam,Đông - Bắc,4,6,7,Have certificate,Full,9.80
"Dự án Phú Cường, Đường Dương Thị Sen, Phường An Hòa, Rạch Giá, Kiên Giang",120.00,10.00,21.00,Tây - Bắc,Tây - Bắc,5,5,6,Have certificate,Basic,6.57
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",56.00,4.00,3.00,Đông,Tây,2,2,2,Have certificate,Full,4.20
